IPI	Description	Protein Length	TMHMM Topology	List of Transmembrane Loops and Sequon Data	Avg-loop.i	Avg-loop.o
IPI00674241	SWISS-PROT Q6P1D5-1	963	o896-918i	o(1-896=895)/1 i(918-963=45)/0 	45	895
IPI00406609	TREMBL A2AWF9	1299	o894-916i	o(1-894=893)/1 i(916-1299=383)/0 	383	893
IPI00170159	SWISS-PROT Q8K3V7-1	917	o893-915i	o(1-893=892)/1 i(915-917=2)/0 	2	892
IPI00121653	SWISS-PROT Q921C1	269	o89-111i145-167o206-228i	o(1-89=88)/1 i(111-145=34)/0 o(167-206=39)/0 i(228-269=41)/0 	37.5	63.5
IPI00884545	SWISS-PROT Q4FZH1	596	o89-111i123-142o146-168i231-253o	o(1-89=88)/1 i(111-123=12)/0 o(142-146=4)/0 i(168-231=63)/0 o(253-596=343)/0 	37.5	145
IPI00134251	SWISS-PROT Q08EA8	127	o89-111i	o(1-89=88)/1 i(111-127=16)/0 	16	88
IPI00223310	TREMBL Q8BNR3	122	o89-111i	o(1-89=88)/1 i(111-122=11)/0 	11	88
IPI00406182	TREMBL Q8C9G7	122	o89-111i	o(1-89=88)/1 i(111-122=11)/0 	11	88
IPI00222278	SWISS-PROT Q8BIZ0	952	o890-912i	o(1-890=889)/1 i(912-952=40)/0 	40	889
IPI00341098	SWISS-PROT Q6Q473-1	925	o890-912i	o(1-890=889)/1 i(912-925=13)/0 	13	889
IPI00515432	TREMBL B7ZN59	1074	o890-912i	o(1-890=889)/1 i(912-1074=162)/0 	162	889
IPI00651893	TREMBL Q3UW98	925	o890-912i	o(1-890=889)/1 i(912-925=13)/0 	13	889
IPI00756275	TREMBL E9Q832 Q8CHG6	1432	o887-909i	o(1-887=886)/1 i(909-1432=523)/0 	523	886
IPI00222135	TREMBL F4YJQ0 F6M2J8 Q5F4S9	1721	o884-906i918-935o950-972i985-1004o1019-1038i1099-1121o	o(1-884=883)/1 i(906-918=12)/0 o(935-950=15)/0 i(972-985=13)/0 o(1004-1019=15)/0 i(1038-1099=61)/0 o(1121-1721=600)/0 	28.6667	378.25
IPI00874908	SWISS-PROT Q8K3V7-2	908	o884-906i	o(1-884=883)/1 i(906-908=2)/0 	2	883
IPI00654972	TREMBL B2RUS0 Q8BJ11	1337	o882-904i952-970o985-1007i1020-1042o1100-1122i	o(1-882=881)/1 i(904-952=48)/0 o(970-985=15)/0 i(1007-1020=13)/0 o(1042-1100=58)/0 i(1122-1337=215)/0 	92	318
IPI00673195	SWISS-PROT P98199	1209	o88-110i295-317o343-365i890-909o924-943i974-996o1011-1030i1037-1059o1084-1106i	o(1-88=87)/1 i(110-295=185)/0 o(317-343=26)/0 i(365-890=525)/0 o(909-924=15)/0 i(943-974=31)/0 o(996-1011=15)/0 i(1030-1037=7)/0 o(1059-1084=25)/0 i(1106-1209=103)/0 	170.2	33.6
IPI00111421	SWISS-PROT Q9EQQ3	425	o88-110i122-144o164-183i203-222o247-269i322-344o359-381i	o(1-88=87)/1 i(110-122=12)/0 o(144-164=20)/0 i(183-203=20)/0 o(222-247=25)/0 i(269-322=53)/0 o(344-359=15)/0 i(381-425=44)/0 	32.25	36.75
IPI00169504	SWISS-PROT Q8K064	153	o88-110i	o(1-88=87)/1 i(110-153=43)/0 	43	87
IPI00132390	SWISS-PROT Q9CQC7	129	o88-105i	o(1-88=87)/1 i(105-129=24)/0 	24	87
IPI00270767	SWISS-PROT Q99P72-3	1046	o880-902i980-1002o	o(1-880=879)/1 i(902-980=78)/0 o(1002-1046=44)/0 	78	461.5
IPI00816972	SWISS-PROT Q80TS3-4	1512	o880-902i915-932o947-969i982-1001o1021-1043i1075-1097o1102-1124i	o(1-880=879)/1 i(902-915=13)/0 o(932-947=15)/0 i(969-982=13)/0 o(1001-1021=20)/0 i(1043-1075=32)/0 o(1097-1102=5)/0 i(1124-1512=388)/0 	111.5	229.75
IPI00882082	TREMBL D3Z6J2	1240	o880-902i915-932o947-969i982-1001o1021-1043i1075-1097o1102-1124i	o(1-880=879)/1 i(902-915=13)/0 o(932-947=15)/0 i(969-982=13)/0 o(1001-1021=20)/0 i(1043-1075=32)/0 o(1097-1102=5)/0 i(1124-1240=116)/0 	43.5	229.75
IPI00882084	TREMBL D3YWB1	1283	o880-902i915-932o947-969i982-1001o1021-1043i1075-1097o1102-1124i	o(1-880=879)/1 i(902-915=13)/0 o(932-947=15)/0 i(969-982=13)/0 o(1001-1021=20)/0 i(1043-1075=32)/0 o(1097-1102=5)/0 i(1124-1283=159)/0 	54.25	229.75
IPI00880762	TREMBL D3Z4V0	1274	o880-902i915-932o947-969i982-1001o1021-1043i1063-1085o1095-1117i	o(1-880=879)/1 i(902-915=13)/0 o(932-947=15)/0 i(969-982=13)/0 o(1001-1021=20)/0 i(1043-1063=20)/0 o(1085-1095=10)/0 i(1117-1274=157)/0 	50.75	231
IPI00880921	TREMBL D3Z593	1503	o880-902i915-932o947-969i982-1001o1021-1043i1063-1085o1095-1117i	o(1-880=879)/1 i(902-915=13)/0 o(932-947=15)/0 i(969-982=13)/0 o(1001-1021=20)/0 i(1043-1063=20)/0 o(1085-1095=10)/0 i(1117-1503=386)/0 	108	231
IPI00881441	TREMBL D3YU23	1231	o880-902i915-932o947-969i982-1001o1021-1043i1063-1085o1095-1117i	o(1-880=879)/1 i(902-915=13)/0 o(932-947=15)/0 i(969-982=13)/0 o(1001-1021=20)/0 i(1043-1063=20)/0 o(1085-1095=10)/0 i(1117-1231=114)/0 	40	231
IPI00881939	TREMBL D3Z634	1460	o880-902i915-932o947-969i982-1001o1021-1043i1063-1085o1095-1117i	o(1-880=879)/1 i(902-915=13)/0 o(932-947=15)/0 i(969-982=13)/0 o(1001-1021=20)/0 i(1043-1063=20)/0 o(1085-1095=10)/0 i(1117-1460=343)/0 	97.25	231
IPI00882244	TREMBL D3YWR3	1268	o880-902i915-932o947-969i982-1001o1021-1043i1063-1085o1095-1117i	o(1-880=879)/1 i(902-915=13)/0 o(932-947=15)/0 i(969-982=13)/0 o(1001-1021=20)/0 i(1043-1063=20)/0 o(1085-1095=10)/0 i(1117-1268=151)/0 	49.25	231
IPI00420290	SWISS-PROT Q7TPD3-1	1527	o879-901i	o(1-879=878)/1 i(901-1527=626)/0 	626	878
IPI00624705	ENSEMBL ENSMUSP00000020411	898	o879-897i	o(1-879=878)/1 i(897-898=1)/0 	1	878
IPI00974733	TREMBL Q6P9R5	921	o878-900i	o(1-878=877)/1 i(900-921=21)/0 	21	877
IPI00831501	TREMBL D3YWW1 D5MNX1	1628	o876-895i943-965o980-998i1011-1033o1104-1126i1156-1173o	o(1-876=875)/1 i(895-943=48)/0 o(965-980=15)/0 i(998-1011=13)/0 o(1033-1104=71)/0 i(1126-1156=30)/0 o(1173-1628=455)/0 	30.3333	354
IPI00117304	SWISS-PROT Q2TV84-1	1622	o876-895i943-965o980-998i1011-1033o1098-1120i1150-1167o	o(1-876=875)/1 i(895-943=48)/0 o(965-980=15)/0 i(998-1011=13)/0 o(1033-1098=65)/0 i(1120-1150=30)/0 o(1167-1622=455)/0 	30.3333	352.5
IPI00648090	SWISS-PROT Q8CGM1-2	1506	o875-897i906-928o943-965i977-996o1016-1038i1059-1081o1091-1113i1120-1142o	o(1-875=874)/1 i(897-906=9)/0 o(928-943=15)/0 i(965-977=12)/0 o(996-1016=20)/0 i(1038-1059=21)/0 o(1081-1091=10)/0 i(1113-1120=7)/0 o(1142-1506=364)/0 	12.25	256.6
IPI00895277	TREMBL B1ASC0	1473	o875-897i906-928o943-965i977-996o1016-1038i1059-1081o	o(1-875=874)/1 i(897-906=9)/0 o(928-943=15)/0 i(965-977=12)/0 o(996-1016=20)/0 i(1038-1059=21)/0 o(1081-1473=392)/0 	14	325.25
IPI01016258	ENSEMBL ENSMUSP00000101639	1489	o875-897i906-928o943-965i977-996o1016-1038i1059-1081o	o(1-875=874)/1 i(897-906=9)/0 o(928-943=15)/0 i(965-977=12)/0 o(996-1016=20)/0 i(1038-1059=21)/0 o(1081-1489=408)/0 	14	329.25
IPI00986905	TREMBL A2AWF8 E9QAB0 Q61373	1238	o875-897i	o(1-875=874)/1 i(897-1238=341)/0 	341	874
IPI00403993	SWISS-PROT Q6ZWR6-1	8799	o8750-8767i	o(1-8750=8749)/1 i(8767-8799=32)/0 	32	8749
IPI00890038	SWISS-PROT Q6ZWR6-4	8799	o8750-8767i	o(1-8750=8749)/1 i(8767-8799=32)/0 	32	8749
IPI00553571	TREMBL Q5F4S8	1711	o874-896i908-925o940-962i975-994o1009-1028i1089-1111o	o(1-874=873)/1 i(896-908=12)/0 o(925-940=15)/0 i(962-975=13)/0 o(994-1009=15)/0 i(1028-1089=61)/0 o(1111-1711=600)/0 	28.6667	375.75
IPI00895401	TREMBL B2KFH3	1505	o874-896i905-927o942-964i976-995o1015-1037i1058-1080o1090-1112i1119-1141o	o(1-874=873)/1 i(896-905=9)/0 o(927-942=15)/0 i(964-976=12)/0 o(995-1015=20)/0 i(1037-1058=21)/0 o(1080-1090=10)/0 i(1112-1119=7)/0 o(1141-1505=364)/0 	12.25	256.4
IPI00880680	TREMBL B2KFH2 Q80T36 Q80T61	1472	o874-896i905-927o942-964i976-995o1015-1037i1058-1080o	o(1-874=873)/1 i(896-905=9)/0 o(927-942=15)/0 i(964-976=12)/0 o(995-1015=20)/0 i(1037-1058=21)/0 o(1080-1472=392)/0 	14	325
IPI00885313	TREMBL D3YWC4	924	o874-896i	o(1-874=873)/1 i(896-924=28)/0 	28	873
IPI00654921	TREMBL F4YJP9 Q5F4T0 Q69ZE8	1721	o872-894i906-923o938-960i973-992o1007-1026i1099-1121o	o(1-872=871)/1 i(894-906=12)/0 o(923-938=15)/0 i(960-973=13)/0 o(992-1007=15)/0 i(1026-1099=73)/0 o(1121-1721=600)/0 	32.6667	375.25
IPI00655206	TREMBL E9QA20 F4YJP8 F4YJQ1 F4YJQ2 Q3UQF1 Q5F4S7	1709	o872-894i906-923o938-960i973-992o1007-1026i1087-1109o	o(1-872=871)/1 i(894-906=12)/0 o(923-938=15)/0 i(960-973=13)/0 o(992-1007=15)/0 i(1026-1087=61)/0 o(1109-1709=600)/0 	28.6667	375.25
IPI00461290	TREMBL B9EJ86	889	o871-888i	o(1-871=870)/1 i(888-889=1)/0 	1	870
IPI00655122	SWISS-PROT Q8VE91-2	480	o87-109i179-201o	o(1-87=86)/1 i(109-179=70)/0 o(201-480=279)/0 	70	182.5
IPI00987822	TREMBL E9Q4Q7	198	o87-109i122-144o159-181i	o(1-87=86)/1 i(109-122=13)/0 o(144-159=15)/0 i(181-198=17)/0 	15	50.5
IPI00319036	SWISS-PROT Q9D3J5	191	o87-109i	o(1-87=86)/1 i(109-191=82)/0 	82	86
IPI00985724	TREMBL E9Q187	143	o87-109i	o(1-87=86)/1 i(109-143=34)/0 	34	86
IPI00323974	SWISS-PROT P97467	979	o870-892i	o(1-870=869)/1 i(892-979=87)/0 	87	869
IPI00654934	TREMBL B7ZNF9 Q3U289 Q9CTU9	893	o870-892i	o(1-870=869)/1 i(892-893=1)/0 	1	869
IPI00129911	SWISS-PROT O35375-1	931	o868-890i	o(1-868=867)/1 i(890-931=41)/0 	41	867
IPI01027558	TREMBL F8WI20 Q6PI72	914	o865-882i	o(1-865=864)/1 i(882-914=32)/0 	32	864
IPI00420291	SWISS-PROT Q7TPD3-2	1188	o864-886i	o(1-864=863)/1 i(886-1188=302)/0 	302	863
IPI00465836	TREMBL E9Q7I7 E9QQ27	1508	o864-886i	o(1-864=863)/1 i(886-1508=622)/0 	622	863
IPI01027153	TREMBL B9EJA3	1508	o864-886i	o(1-864=863)/1 i(886-1508=622)/0 	622	863
IPI00227582	SWISS-PROT O35375-4	926	o863-885i	o(1-863=862)/1 i(885-926=41)/0 	41	862
IPI00655008	TREMBL Q5F4S6	1699	o862-884i896-913o928-950i963-982o997-1016i1077-1099o	o(1-862=861)/1 i(884-896=12)/0 o(913-928=15)/0 i(950-963=13)/0 o(982-997=15)/0 i(1016-1077=61)/0 o(1099-1699=600)/0 	28.6667	372.75
IPI00857590	SWISS-PROT Q9WUX5-1	921	o861-883i	o(1-861=860)/1 i(883-921=38)/0 	38	860
IPI00410901	SWISS-PROT Q08460-1	1209	o86-108i179-198o213-235i300-322o337-356i363-385o	o(1-86=85)/1 i(108-179=71)/0 o(198-213=15)/0 i(235-300=65)/0 o(322-337=15)/0 i(356-363=7)/0 o(385-1209=824)/0 	47.6667	234.75
IPI00410903	SWISS-PROT Q08460-3	1178	o86-108i179-198o213-235i300-322o337-356i363-385o	o(1-86=85)/1 i(108-179=71)/0 o(198-213=15)/0 i(235-300=65)/0 o(322-337=15)/0 i(356-363=7)/0 o(385-1178=793)/0 	47.6667	227
IPI00410904	SWISS-PROT Q08460-4	1236	o86-108i179-198o213-235i300-322o337-356i363-385o	o(1-86=85)/1 i(108-179=71)/0 o(198-213=15)/0 i(235-300=65)/0 o(322-337=15)/0 i(356-363=7)/0 o(385-1236=851)/0 	47.6667	241.5
IPI00987363	TREMBL F6WSZ3 Q3UQ23 Q9EQ27	773	o86-108i179-198o213-235i300-322o337-356i363-385o	o(1-86=85)/1 i(108-179=71)/0 o(198-213=15)/0 i(235-300=65)/0 o(322-337=15)/0 i(356-363=7)/0 o(385-773=388)/0 	47.6667	125.75
IPI00331028	SWISS-PROT Q8CH36	500	o86-108i151-173o206-223i230-252o272-290i303-325o350-372i412-434o444-466i	o(1-86=85)/1 i(108-151=43)/0 o(173-206=33)/0 i(223-230=7)/0 o(252-272=20)/0 i(290-303=13)/0 o(325-350=25)/0 i(372-412=40)/0 o(434-444=10)/0 i(466-500=34)/0 	27.4	34.6
IPI00857404	TREMBL D3Z0L1	404	o86-108i150-172o206-223i230-252o272-290i303-325o350-372i	o(1-86=85)/1 i(108-150=42)/0 o(172-206=34)/0 i(223-230=7)/0 o(252-272=20)/0 i(290-303=13)/0 o(325-350=25)/0 i(372-404=32)/0 	23.5	41
IPI00463898	TREMBL Q3UQ97	254	o86-108i	o(1-86=85)/1 i(108-254=146)/0 	146	85
IPI00652868	TREMBL Q3UGR3	154	o86-108i	o(1-86=85)/1 i(108-154=46)/0 	46	85
IPI00856760	TREMBL E9PUB2	121	o86-108i	o(1-86=85)/1 i(108-121=13)/0 	13	85
IPI00470000	SWISS-PROT Q9EPL2-1	979	o860-882i	o(1-860=859)/1 i(882-979=97)/0 	97	859
IPI00776029	TREMBL E9Q6A0	1377	o860-882i	o(1-860=859)/1 i(882-1377=495)/0 	495	859
IPI00410868	SWISS-PROT Q924X6-1	996	o859-881i	o(1-859=858)/1 i(881-996=115)/0 	115	858
IPI00128454	SWISS-PROT Q4V9Z5-2	923	o858-880i	o(1-858=857)/1 i(880-923=43)/0 	43	857
IPI00123996	SWISS-PROT P97333	923	o857-879i	o(1-857=856)/1 i(879-923=44)/0 	44	856
IPI00974603	ENSEMBL ENSMUSP00000095614	1506	o857-879i	o(1-857=856)/1 i(879-1506=627)/0 	627	856
IPI00453778	SWISS-PROT Q6DIB5	1147	o856-878i	o(1-856=855)/1 i(878-1147=269)/0 	269	855
IPI00856181	ENSEMBL ENSMUSP00000116814	1062	o856-878i	o(1-856=855)/1 i(878-1062=184)/0 	184	855
IPI01027077	ENSEMBL ENSMUSP00000133328	1505	o856-878i	o(1-856=855)/1 i(878-1505=627)/0 	627	855
IPI00989899	SWISS-PROT Q9ER64	874	o855-873i	o(1-855=854)/1 i(873-874=1)/0 	1	854
IPI00876558	TREMBL E9Q6C7	1487	o854-876i889-906o921-943i956-975o995-1017i1064-1086o1091-1113i	o(1-854=853)/1 i(876-889=13)/0 o(906-921=15)/0 i(943-956=13)/0 o(975-995=20)/0 i(1017-1064=47)/0 o(1086-1091=5)/0 i(1113-1487=374)/0 	111.75	223.25
IPI00470008	ENSEMBL ENSMUSP00000102237	912	o854-876i	o(1-854=853)/1 i(876-912=36)/0 	36	853
IPI01026607	ENSEMBL ENSMUSP00000133562	1502	o853-875i	o(1-853=852)/1 i(875-1502=627)/0 	627	852
IPI00228971	SWISS-PROT Q6AZB0-1	1110	o851-873i	o(1-851=850)/1 i(873-1110=237)/0 	237	850
IPI00758317	SWISS-PROT Q6AZB0-4	1109	o851-873i	o(1-851=850)/1 i(873-1109=236)/0 	236	850
IPI00876020	SWISS-PROT O35375-3	914	o851-873i	o(1-851=850)/1 i(873-914=41)/0 	41	850
IPI01027706	ENSEMBL ENSMUSP00000134229	1495	o851-873i	o(1-851=850)/1 i(873-1495=622)/0 	622	850
IPI00830947	TREMBL F6TYE6	967	o85-107i139-161o664-683i759-781o796-818i831-853o863-885i	o(1-85=84)/1 i(107-139=32)/0 o(161-664=503)/0 i(683-759=76)/0 o(781-796=15)/0 i(818-831=13)/0 o(853-863=10)/0 i(885-967=82)/0 	50.75	153
IPI00461524	TREMBL Q6PD94	265	o85-107i128-150o165-187i194-216o231-253i	o(1-85=84)/1 i(107-128=21)/0 o(150-165=15)/0 i(187-194=7)/0 o(216-231=15)/0 i(253-265=12)/0 	13.3333	38
IPI00460069	SWISS-PROT P0C6A1	525	o85-107i120-137o147-169i176-198o208-230i297-319o334-355i362-384o456-478i	o(1-85=84)/1 i(107-120=13)/0 o(137-147=10)/0 i(169-176=7)/0 o(198-208=10)/0 i(230-297=67)/0 o(319-334=15)/0 i(355-362=7)/0 o(384-456=72)/0 i(478-525=47)/0 	28.2	38.2
IPI00988800	TREMBL Q9R1V0	408	o85-107i116-138o158-180i199-218o253-275i288-310o336-353i	o(1-85=84)/1 i(107-116=9)/0 o(138-158=20)/0 i(180-199=19)/0 o(218-253=35)/0 i(275-288=13)/0 o(310-336=26)/0 i(353-408=55)/0 	24	41.25
IPI00895470	SWISS-PROT Q60850-3	505	o85-107i114-136o156-178i292-311o321-343i350-369o384-406i	o(1-85=84)/1 i(107-114=7)/0 o(136-156=20)/0 i(178-292=114)/0 o(311-321=10)/0 i(343-350=7)/0 o(369-384=15)/0 i(406-505=99)/0 	56.75	32.25
IPI00895528	SWISS-PROT Q60850-2	505	o85-107i114-136o156-178i292-311o321-343i350-369o384-406i	o(1-85=84)/1 i(107-114=7)/0 o(136-156=20)/0 i(178-292=114)/0 o(311-321=10)/0 i(343-350=7)/0 o(369-384=15)/0 i(406-505=99)/0 	56.75	32.25
IPI00134013	SWISS-PROT Q6PEM8	459	o85-107i114-136o146-168i181-203o213-231i266-288o303-325i338-360o389-411i424-443o	o(1-85=84)/1 i(107-114=7)/0 o(136-146=10)/0 i(168-181=13)/0 o(203-213=10)/0 i(231-266=35)/0 o(288-303=15)/0 i(325-338=13)/0 o(360-389=29)/0 i(411-424=13)/0 o(443-459=16)/0 	16.2	27.3333
IPI00808407	TREMBL Q05CC9	404	o85-107i114-133o173-195i215-237o345-367i	o(1-85=84)/1 i(107-114=7)/0 o(133-173=40)/0 i(195-215=20)/0 o(237-345=108)/0 i(367-404=37)/0 	21.3333	77.3333
IPI00112669	SWISS-PROT Q9D9G3	165	o85-107i	o(1-85=84)/1 i(107-165=58)/0 	58	84
IPI00114246	SWISS-PROT O09111	151	o85-107i	o(1-85=84)/1 i(107-151=44)/0 	44	84
IPI00229095	TREMBL E9Q9R3 Q8CEL4	111	o85-107i	o(1-85=84)/1 i(107-111=4)/0 	4	84
IPI00785469	SWISS-PROT Q8CC84-2	163	o85-107i	o(1-85=84)/1 i(107-163=56)/0 	56	84
IPI00990227	TREMBL F7B257	113	o85-107i	o(1-85=84)/1 i(107-113=6)/0 	6	84
IPI00990776	TREMBL E9PW43	113	o85-107i	o(1-85=84)/1 i(107-113=6)/0 	6	84
IPI00406068	TREMBL Q8C8W7	157	o85-104i	o(1-85=84)/1 i(104-157=53)/0 	53	84
IPI00985936	TREMBL Q687I4	486	o85-102i109-131o168-190i286-308o312-334i341-360o370-389i402-424o428-450i	o(1-85=84)/1 i(102-109=7)/0 o(131-168=37)/0 i(190-286=96)/0 o(308-312=4)/0 i(334-341=7)/0 o(360-370=10)/0 i(389-402=13)/0 o(424-428=4)/0 i(450-486=36)/0 	31.8	27.8
IPI00649216	SWISS-PROT Q9EPL2-2	969	o850-872i	o(1-850=849)/1 i(872-969=97)/0 	97	849
IPI00752547	SWISS-PROT Q6AZB0-3	1109	o850-872i	o(1-850=849)/1 i(872-1109=237)/0 	237	849
IPI00395151	SWISS-PROT Q8CBA2	884	o848-870i	o(1-848=847)/1 i(870-884=14)/0 	14	847
IPI00654415	SWISS-PROT Q80T91-4	1042	o848-870i	o(1-848=847)/1 i(870-1042=172)/0 	172	847
IPI00986520	SWISS-PROT Q80T91-1	1091	o848-870i	o(1-848=847)/1 i(870-1091=221)/0 	221	847
IPI01027764	ENSEMBL ENSMUSP00000058466	1505	o847-869i	o(1-847=846)/1 i(869-1505=636)/0 	636	846
IPI00115312	SWISS-PROT Q99JH7	956	o846-868i	o(1-846=845)/1 i(868-956=88)/0 	88	845
IPI00755777	SWISS-PROT O35375-2	909	o846-868i	o(1-846=845)/1 i(868-909=41)/0 	41	845
IPI00464151	SWISS-PROT Q922P8	1018	o845-867i	o(1-845=844)/1 i(867-1018=151)/0 	151	844
IPI00856405	SWISS-PROT Q4V9Z5-1	910	o845-867i	o(1-845=844)/1 i(867-910=43)/0 	43	844
IPI00113085	TREMBL Q9CQ68 Q9D9S8	150	o84-106i	o(1-84=83)/1 i(106-150=44)/0 	44	83
IPI00279585	TREMBL D3YVJ2	147	o84-106i	o(1-84=83)/1 i(106-147=41)/0 	41	83
IPI00756034	TREMBL A2BFE8	218	o84-106i	o(1-84=83)/1 i(106-218=112)/0 	112	83
IPI00227584	SWISS-PROT O35375-6	906	o837-859i	o(1-837=836)/1 i(859-906=47)/0 	47	836
IPI00876406	SWISS-PROT Q9ER65-1	966	o835-857i	o(1-835=834)/1 i(857-966=109)/0 	109	834
IPI00889309	SWISS-PROT Q9ER65-2	960	o835-857i	o(1-835=834)/1 i(857-960=103)/0 	103	834
IPI00227583	SWISS-PROT O35375-5	901	o832-854i	o(1-832=831)/1 i(854-901=47)/0 	47	831
IPI00380792	TREMBL E9Q612 Q60998 Q68FL5 Q6P4T4 Q7TSY7 Q80W11 Q9ERM5	1226	o831-853i890-912o	o(1-831=830)/1 i(853-890=37)/0 o(912-1226=314)/0 	37	572
IPI00125497	SWISS-PROT Q9WV91	879	o831-853i	o(1-831=830)/1 i(853-879=26)/0 	26	830
IPI00653101	SWISS-PROT Q6P1D5-2	898	o831-853i	o(1-831=830)/1 i(853-898=45)/0 	45	830
IPI00944739	TREMBL E9Q4I1 Q4U214 Q9JLU0	1198	o831-853i	o(1-831=830)/1 i(853-1198=345)/0 	345	830
IPI00674856	TREMBL Q7TQX6 Q8K508	371	o83-105i118-137o157-179i200-222o256-278i299-321o331-348i	o(1-83=82)/1 i(105-118=13)/0 o(137-157=20)/0 i(179-200=21)/0 o(222-256=34)/0 i(278-299=21)/0 o(321-331=10)/0 i(348-371=23)/0 	19.5	36.5
IPI00403675	TREMBL A2AGA7 F6QFJ0	406	o83-105i117-139o159-181i202-224o234-256i269-291o306-328i	o(1-83=82)/1 i(105-117=12)/0 o(139-159=20)/0 i(181-202=21)/0 o(224-234=10)/0 i(256-269=13)/0 o(291-306=15)/0 i(328-406=78)/0 	31	31.75
IPI00225685	TREMBL E9Q9V5 Q3U8S2 Q3UAR5 Q8BV59 Q8R3W1	267	o83-105i112-134o154-176i206-228o	o(1-83=82)/1 i(105-112=7)/0 o(134-154=20)/0 i(176-206=30)/0 o(228-267=39)/0 	18.5	47
IPI00881464	TREMBL F7DF36	222	o83-105i	o(1-83=82)/1 i(105-222=117)/0 	117	82
IPI00885563	TREMBL F6XGN0	137	o83-105i	o(1-83=82)/1 i(105-137=32)/0 	32	82
IPI00319880	SWISS-PROT Q9R049-1	643	o83-102i122-141o145-162i187-209o280-302i	o(1-83=82)/1 i(102-122=20)/0 o(141-145=4)/0 i(162-187=25)/0 o(209-280=71)/0 i(302-643=341)/0 	128.667	52.3333
IPI00132082	SWISS-PROT Q9CQ61	259	o83-102i114-136o162-184i191-213o223-245i	o(1-83=82)/1 i(102-114=12)/0 o(136-162=26)/0 i(184-191=7)/0 o(213-223=10)/0 i(245-259=14)/0 	11	39.3333
IPI00831389	TREMBL D3YXX4	214	o83-102i114-136o162-184i191-213o	o(1-83=82)/1 i(102-114=12)/0 o(136-162=26)/0 i(184-191=7)/0 o(213-214=1)/0 	9.5	36.3333
IPI00121131	SWISS-PROT Q62092	185	o83-102i	o(1-83=82)/1 i(102-185=83)/0 	83	82
IPI00119299	SWISS-PROT P42703-1	1092	o830-852i	o(1-830=829)/1 i(852-1092=240)/0 	240	829
IPI00154057	TREMBL Q2TJH4 Q2TJI8 Q8CFX3 Q8QZT6 Q9CVI3	1038	o830-852i	o(1-830=829)/1 i(852-1038=186)/0 	186	829
IPI00461212	TREMBL Q69ZJ4	847	o829-846i	o(1-829=828)/1 i(846-847=1)/0 	1	828
IPI00122184	SWISS-PROT P58682	1032	o821-843i	o(1-821=820)/1 i(843-1032=189)/0 	189	820
IPI00221590	SWISS-PROT Q8BGE9	472	o82-104i117-139o157-179i217-239o272-294i331-353o373-395i	o(1-82=81)/1 i(104-117=13)/0 o(139-157=18)/0 i(179-217=38)/0 o(239-272=33)/0 i(294-331=37)/0 o(353-373=20)/0 i(395-472=77)/0 	41.25	38
IPI00115632	SWISS-PROT O70131	152	o82-104i117-139o	o(1-82=81)/1 i(104-117=13)/0 o(139-152=13)/0 	13	47
IPI00331621	SWISS-PROT P55086	399	o82-104i111-132o152-171i192-214o244-266i290-312o327-349i	o(1-82=81)/1 i(104-111=7)/0 o(132-152=20)/0 i(171-192=21)/0 o(214-244=30)/0 i(266-290=24)/0 o(312-327=15)/0 i(349-399=50)/0 	25.5	36.5
IPI00134759	SWISS-PROT Q9D2E9	166	o82-104i	o(1-82=81)/1 i(104-166=62)/0 	62	81
IPI00410869	TREMBL B1AXJ5	896	o818-840i	o(1-818=817)/1 i(840-896=56)/0 	56	817
IPI00624363	SWISS-PROT Q3URD3-1	845	o818-840i	o(1-818=817)/1 i(840-845=5)/0 	5	817
IPI00856945	TREMBL B1AXJ4	955	o818-840i	o(1-818=817)/1 i(840-955=115)/0 	115	817
IPI00469279	SWISS-PROT Q6NVD0-2	873	o816-838i	o(1-816=815)/1 i(838-873=35)/0 	35	815
IPI00855176	TREMBL B2RXR7 B2RY66 B2RY69 F8VPK8 Q2TJI2 Q2TJI3 Q8BY10	1237	o814-836i	o(1-814=813)/1 i(836-1237=401)/0 	401	813
IPI00875825	TREMBL A0JNT1 B5AK95 Q2TJH8 Q2TJH9 Q8CAC6 Q8CH63	1128	o813-835i	o(1-813=812)/1 i(835-1128=293)/0 	293	812
IPI00894688	SWISS-PROT Q3UZV7-3	901	o813-835i	o(1-813=812)/1 i(835-901=66)/0 	66	812
IPI00986343	TREMBL E9Q3V3 Q6KEQ5	1178	o813-835i	o(1-813=812)/1 i(835-1178=343)/0 	343	812
IPI00226624	SWISS-PROT Q8BZL4	496	o81-103i119-141o151-173i194-216o250-272i351-373o388-405i	o(1-81=80)/1 i(103-119=16)/0 o(141-151=10)/0 i(173-194=21)/0 o(216-250=34)/0 i(272-351=79)/0 o(373-388=15)/0 i(405-496=91)/0 	51.75	34.75
IPI00113314	SWISS-PROT Q9ESG8	361	o81-103i115-137o197-219i251-273o	o(1-81=80)/1 i(103-115=12)/0 o(137-197=60)/0 i(219-251=32)/0 o(273-361=88)/0 	22	76
IPI00656219	TREMBL Q3B7Y7	129	o81-103i	o(1-81=80)/1 i(103-129=26)/0 	26	80
IPI00857249	TREMBL D3Z601	919	o809-831i	o(1-809=808)/1 i(831-919=88)/0 	88	808
IPI00466889	SWISS-PROT Q6Q473-2	843	o808-830i	o(1-808=807)/1 i(830-843=13)/0 	13	807
