ID	Description	Protein Length	TMHMM Topology	Loop Length Info	List of Sequons and Locations
O43497	CAC1G_HUMAN Voltage-dependent T-type calcium channel subunit alpha-1G OS=Homo sapiens GN=CACNA1G PE=2 SV=3	2377	i123-142o208-230i340-362o372-394i744-762o777-799i865-887o942-964i1278-1295o1315-1337i1344-1366o1412-1434i1514-1536o1602-1624i1645-1667o1743-1765i1829-1851o	i(1-123=123) o(142-208=67) i(230-340=111) o(362-372=11) i(394-744=351) o(762-777=16) i(799-865=67) o(887-942=56) i(964-1278=315) o(1295-1315=21) i(1337-1344=8) o(1366-1412=47) i(1434-1514=81) o(1536-1602=67) i(1624-1645=22) o(1667-1743=77) i(1765-1829=65) o(1851-2377=65)	NVS(173)/o NFS(246)/i NSS(306)/i NTT(310)/i NCS(322)/i NAS(419)/i NGT(509)/i NGS(527)/i NKS(997)/i NLS(1229)/i NIT(1448)/i NKS(1451)/i NAS(1698)/o NDS(2049)/o 
O14607	UTY_HUMAN Histone demethylase UTY OS=Homo sapiens GN=UTY PE=1 SV=2	1347	i123-145o	i(1-123=123) o(145-1347=123)	NTS(383)/o NGS(396)/o NHT(569)/o NSS(574)/o NRS(672)/o NRS(973)/o NES(1010)/o NES(1293)/o 
O43525	KCNQ3_HUMAN Potassium voltage-gated channel subfamily KQT member 3 OS=Homo sapiens GN=KCNQ3 PE=1 SV=2	872	i123-145o155-177i198-215o261-283i329-351o	i(1-123=123) o(145-155=11) i(177-198=22) o(215-261=47) i(283-329=47) o(351-872=47)	NYS(686)/o 
P51787	KCNQ1_HUMAN Potassium voltage-gated channel subfamily KQT member 1 OS=Homo sapiens GN=KCNQ1 PE=1 SV=3	676	i123-145o155-177i198-217o263-282i294-316o331-353i	i(1-123=123) o(145-155=11) i(177-198=22) o(217-263=47) i(282-294=13) o(316-331=16) i(353-676=324)	NES(289)/i 
P38435	VKGC_HUMAN Vitamin K-dependent gamma-carboxylase OS=Homo sapiens GN=GGCX PE=1 SV=2	758	i123-145o160-182i195-214o249-271i278-300o	i(1-123=123) o(145-160=16) i(182-195=14) o(214-249=36) i(271-278=8) o(300-758=8)	NHS(159)/o NWT(389)/o NVT(459)/o NHT(525)/o NTS(550)/o NQT(570)/o NTT(605)/o NGS(627)/o 
Q15858	SCN9A_HUMAN Sodium channel protein type 9 subunit alpha OS=Homo sapiens GN=SCN9A PE=1 SV=3	1988	i123-145o188-210i217-239o249-271i339-358o378-400i738-760o775-797i804-826o862-884i945-967o1192-1211i1232-1254o1321-1343i1392-1414o1434-1456i1511-1533o1548-1567i1574-1596o1647-1669i1737-1759o	i(1-123=123) o(145-188=44) i(210-217=8) o(239-249=11) i(271-339=69) o(358-378=21) i(400-738=339) o(760-775=16) i(797-804=8) o(826-862=37) i(884-945=62) o(967-1192=226) i(1211-1232=22) o(1254-1321=68) i(1343-1392=50) o(1414-1434=21) i(1456-1511=56) o(1533-1548=16) i(1567-1574=8) o(1596-1647=52) i(1669-1737=69) o(1759-1988=69)	NAT(101)/i NVS(209)/m NET(283)/i NQS(533)/i NES(581)/i NIS(601)/i NCS(725)/i NLT(868)/m NLT(975)/o NHT(1040)/o NRS(1120)/o NTT(1352)/i NRS(1366)/i NVS(1375)/i NFS(1762)/o NIS(1911)/o NSS(1940)/o 
O60512	B4GT3_HUMAN Beta-1,4-galactosyltransferase 3 OS=Homo sapiens GN=B4GALT3 PE=1 SV=2	393	i12-31o	i(1-12=12) o(31-393=12)	NLS(57)/o NGT(166)/o NIT(337)/o NHT(385)/o 
P10253	LYAG_HUMAN Lysosomal alpha-glucosidase OS=Homo sapiens GN=GAA PE=1 SV=4	952	i12-31o	i(1-12=12) o(31-952=12)	NLS(140)/o NTT(233)/o NMT(390)/o NET(470)/o NTS(652)/o NNT(882)/o NFT(925)/o 
Q13822	ENPP2_HUMAN Ectonucleotide pyrophosphatase/phosphodiesterase family member 2 OS=Homo sapiens GN=ENPP2 PE=1 SV=3	863	i12-31o	i(1-12=12) o(31-863=12)	NIS(54)/o NLT(411)/o NGT(525)/o NSS(807)/o 
Q15517	CDSN_HUMAN Corneodesmosin OS=Homo sapiens GN=CDSN PE=1 SV=3	529	i12-31o	i(1-12=12) o(31-529=12)	NGS(172)/o 
Q5JU69	TOR2A_HUMAN Torsin-2A OS=Homo sapiens GN=TOR2A PE=2 SV=1	321	i12-31o	i(1-12=12) o(31-321=12)	NLT(149)/o 
Q6VVX0	CP2R1_HUMAN Vitamin D 25-hydroxylase OS=Homo sapiens GN=CYP2R1 PE=1 SV=1	501	i12-31o	i(1-12=12) o(31-501=12)	NIT(189)/o 
Q86SR1	GLT10_HUMAN Polypeptide N-acetylgalactosaminyltransferase 10 OS=Homo sapiens GN=GALNT10 PE=1 SV=2	603	i12-31o	i(1-12=12) o(31-603=12)	NRS(124)/o NTS(146)/o NRS(170)/o NST(593)/o 
Q8N2E6	TOR2X_HUMAN Prosalusin OS=Homo sapiens GN=TOR2A PE=1 SV=1	242	i12-31o	i(1-12=12) o(31-242=12)	NLT(149)/o 
Q8N323	NXPE1_HUMAN NXPE family member 1 OS=Homo sapiens GN=NXPE1 PE=2 SV=2	547	i12-31o	i(1-12=12) o(31-547=12)	NFT(30)/m NLS(39)/o NNS(48)/o NTT(93)/o NGT(161)/o NGT(211)/o 
Q8N474	SFRP1_HUMAN Secreted frizzled-related protein 1 OS=Homo sapiens GN=SFRP1 PE=1 SV=1	314	i12-31o	i(1-12=12) o(31-314=12)	NAT(173)/o NLS(263)/o 
Q9H3Q3	G3ST2_HUMAN Galactose-3-O-sulfotransferase 2 OS=Homo sapiens GN=GAL3ST2 PE=1 SV=2	398	i12-31o	i(1-12=12) o(31-398=12)	NLS(79)/o NDT(132)/o NDS(179)/o NRT(287)/o NHT(330)/o NQT(360)/o 
Q9H936	GHC1_HUMAN Mitochondrial glutamate carrier 1 OS=Homo sapiens GN=SLC25A22 PE=1 SV=1	323	i12-31o	i(1-12=12) o(31-323=12)	NLT(72)/o 
Q9Y624	JAM1_HUMAN Junctional adhesion molecule A OS=Homo sapiens GN=F11R PE=1 SV=1	299	i12-31o239-261i	i(1-12=12) o(31-239=209) i(261-299=39)	NSS(185)/o 
Q9H1K4	GHC2_HUMAN Mitochondrial glutamate carrier 2 OS=Homo sapiens GN=SLC25A18 PE=2 SV=1	315	i12-31o289-311i	i(1-12=12) o(31-289=259) i(311-315=5)	NLT(71)/o 
Q8N3G9	TM130_HUMAN Transmembrane protein 130 OS=Homo sapiens GN=TMEM130 PE=2 SV=1	435	i12-31o340-362i	i(1-12=12) o(31-340=310) i(362-435=74)	NLT(34)/o NGS(58)/o NTS(142)/o NYS(197)/o NLT(300)/o NAT(364)/i 
Q6XR72	ZNT10_HUMAN Zinc transporter 10 OS=Homo sapiens GN=SLC30A10 PE=2 SV=2	485	i12-31o41-60i80-102o115-134i240-262o277-299i	i(1-12=12) o(31-41=11) i(60-80=21) o(102-115=14) i(134-240=107) o(262-277=16) i(299-485=187)	NVT(377)/i NKT(471)/i NRT(481)/i 
P21589	5NTD_HUMAN 5'-nucleotidase OS=Homo sapiens GN=NT5E PE=1 SV=1	574	i12-31o556-573i	i(1-12=12) o(31-556=526) i(573-574=2)	NAS(53)/o NSS(311)/o NYS(333)/o NGT(403)/o 
Q9BV10	ALG12_HUMAN Dol-P-Man:Man(7)GlcNAc(2)-PP-Dol alpha-1,6-mannosyltransferase OS=Homo sapiens GN=ALG12 PE=1 SV=1	488	i12-31o63-85i97-114o124-143i148-165o175-197i210-232o261-283i290-307o312-334i346-368o	i(1-12=12) o(31-63=33) i(85-97=13) o(114-124=11) i(143-148=6) o(165-175=11) i(197-210=14) o(232-261=30) i(283-290=8) o(307-312=6) i(334-346=13) o(368-488=13)	NKS(250)/o NIT(321)/m NLT(463)/o 
A6NM45	CLD24_HUMAN Putative claudin-24 OS=Homo sapiens GN=CLDN24 PE=5 SV=2	220	i12-31o83-105i118-140o166-188i	i(1-12=12) o(31-83=53) i(105-118=14) o(140-166=27) i(188-205=18)	NWT(45)/o 
Q9H7M9	GI24_HUMAN Platelet receptor Gi24 OS=Homo sapiens GN=C10orf54 PE=1 SV=3	311	i12-33o194-216i	i(1-12=12) o(33-194=162) i(216-311=96)	NVT(49)/o NLT(91)/o NTS(108)/o NFS(128)/o NLT(135)/o NIT(190)/o 
A1L0T0	ILVBL_HUMAN Acetolactate synthase-like protein OS=Homo sapiens GN=ILVBL PE=1 SV=2	632	i12-34o	i(1-12=12) o(34-632=12)	NRS(336)/o 
O00755	WNT7A_HUMAN Protein Wnt-7a OS=Homo sapiens GN=WNT7A PE=1 SV=2	349	i12-34o	i(1-12=12) o(34-349=12)	NCS(83)/o NLS(127)/o NKT(295)/o 
O14523	C2C2L_HUMAN C2 domain-containing protein 2-like OS=Homo sapiens GN=C2CD2L PE=1 SV=3	706	i12-34o	i(1-12=12) o(34-706=12)	NGS(117)/o NTS(490)/o NAT(668)/o 
O15466	SIA8E_HUMAN Alpha-2,8-sialyltransferase 8E OS=Homo sapiens GN=ST8SIA5 PE=2 SV=2	376	i12-34o	i(1-12=12) o(34-376=12)	NST(56)/o NIS(96)/o NAS(241)/o NVS(284)/o 
O43451	MGA_HUMAN Maltase-glucoamylase, intestinal OS=Homo sapiens GN=MGAM PE=1 SV=5	1857	i12-34o	i(1-12=12) o(34-1857=12)	NHS(135)/o NGT(295)/o NNS(457)/o NSS(458)/o NSS(479)/o NSS(707)/o NST(749)/o NTT(827)/o NIS(885)/o NVT(912)/o NCT(977)/o NSS(989)/o NDS(1255)/o NET(1323)/o NGS(1364)/o NST(1388)/o NIS(1603)/o NVT(1672)/o NIS(1842)/o NFT(1847)/o 
O60488	ACSL4_HUMAN Long-chain-fatty-acid--CoA ligase 4 OS=Homo sapiens GN=ACSL4 PE=1 SV=2	711	i12-34o	i(1-12=12) o(34-711=12)	NES(194)/o NIS(525)/o 
O75398	DEAF1_HUMAN Deformed epidermal autoregulatory factor 1 homolog OS=Homo sapiens GN=DEAF1 PE=1 SV=1	565	i12-34o	i(1-12=12) o(34-565=12)	NIS(209)/o NIT(321)/o 
O95461	LARGE_HUMAN Glycosyltransferase-like protein LARGE1 OS=Homo sapiens GN=LARGE PE=1 SV=1	756	i12-34o	i(1-12=12) o(34-756=12)	NHS(97)/o NSS(122)/o NAS(148)/o NQS(272)/o NNS(754)/o 
P15144	AMPN_HUMAN Aminopeptidase N OS=Homo sapiens GN=ANPEP PE=1 SV=4	967	i12-34o	i(1-12=12) o(34-967=12)	NSS(42)/o NYT(128)/o NIT(234)/o NVT(265)/o NVT(319)/o NRS(527)/o NVT(573)/o NVT(625)/o NNT(681)/o NNT(735)/o NAT(818)/o 
Q02083	NAAA_HUMAN N-acylethanolamine-hydrolyzing acid amidase OS=Homo sapiens GN=NAAA PE=1 SV=3	359	i12-34o	i(1-12=12) o(34-359=12)	NVS(37)/o NLS(107)/o NAT(309)/o NLS(315)/o NFT(333)/o 
Q0VDE8	ADIG_HUMAN Adipogenin OS=Homo sapiens GN=ADIG PE=2 SV=1	80	i12-34o	i(1-12=12) o(34-80=12)	NDS(46)/o 
Q11128	FUT5_HUMAN Alpha-(1,3)-fucosyltransferase OS=Homo sapiens GN=FUT5 PE=2 SV=1	374	i12-34o	i(1-12=12) o(34-374=12)	NGS(60)/o NIT(105)/o NLT(167)/o NLS(198)/o 
Q11130	FUT7_HUMAN Alpha-(1,3)-fucosyltransferase OS=Homo sapiens GN=FUT7 PE=1 SV=1	342	i12-34o	i(1-12=12) o(34-342=12)	NRS(81)/o NES(291)/o 
Q11201	SIA4A_HUMAN CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase 1 OS=Homo sapiens GN=ST3GAL1 PE=2 SV=1	340	i12-34o	i(1-12=12) o(34-340=12)	NYS(27)/m NQT(79)/o NDT(114)/o NVS(201)/o NVT(323)/o 
Q14623	IHH_HUMAN Indian hedgehog protein OS=Homo sapiens GN=IHH PE=1 SV=4	411	i12-34o	i(1-12=12) o(34-411=12)	NHT(282)/o 
Q5TCH4	CP4AM_HUMAN Cytochrome P450 4A22 OS=Homo sapiens GN=CYP4A22 PE=1 SV=1	519	i12-34o	i(1-12=12) o(34-519=12)	NDT(239)/o NGS(302)/o 
Q6GMR7	FAAH2_HUMAN Fatty-acid amide hydrolase 2 OS=Homo sapiens GN=FAAH2 PE=2 SV=1	532	i12-34o	i(1-12=12) o(34-532=12)	NSS(141)/o NCS(175)/o 
Q8N3T1	GLT15_HUMAN Polypeptide N-acetylgalactosaminyltransferase 15 OS=Homo sapiens GN=GALNT15 PE=2 SV=2	639	i12-34o	i(1-12=12) o(34-639=12)	NQS(107)/o NCT(574)/o 
Q8NBI3	DRAXI_HUMAN Draxin OS=Homo sapiens GN=DRAXIN PE=1 SV=2	349	i12-34o	i(1-12=12) o(34-349=12)	NET(264)/o 
Q8NBP0	TTC13_HUMAN Tetratricopeptide repeat protein 13 OS=Homo sapiens GN=TTC13 PE=2 SV=3	860	i12-34o	i(1-12=12) o(34-860=12)	NDS(140)/o 
Q8WW52	F151A_HUMAN Protein FAM151A OS=Homo sapiens GN=FAM151A PE=2 SV=2	585	i12-34o	i(1-12=12) o(34-585=12)	NIT(89)/o NET(106)/o NAT(189)/o NRT(220)/o NAT(315)/o 
Q92935	EXTL1_HUMAN Exostosin-like 1 OS=Homo sapiens GN=EXTL1 PE=2 SV=2	676	i12-34o	i(1-12=12) o(34-676=12)	NAT(269)/o 
Q96L58	B3GT6_HUMAN Beta-1,3-galactosyltransferase 6 OS=Homo sapiens GN=B3GALT6 PE=2 SV=2	329	i12-34o	i(1-12=12) o(34-329=12)	NLT(131)/o 
Q96RP7	G3ST4_HUMAN Galactose-3-O-sulfotransferase 4 OS=Homo sapiens GN=GAL3ST4 PE=1 SV=1	486	i12-34o	i(1-12=12) o(34-486=12)	NRS(374)/o 
Q99999	G3ST1_HUMAN Galactosylceramide sulfotransferase OS=Homo sapiens GN=GAL3ST1 PE=1 SV=1	423	i12-34o	i(1-12=12) o(34-423=12)	NGS(66)/o NAS(312)/o 
Q9BRK5	CAB45_HUMAN 45 kDa calcium-binding protein OS=Homo sapiens GN=SDF4 PE=1 SV=1	362	i12-34o	i(1-12=12) o(34-362=12)	NHS(40)/o 
Q9NR71	ASAH2_HUMAN Neutral ceramidase OS=Homo sapiens GN=ASAH2 PE=1 SV=2	780	i12-34o	i(1-12=12) o(34-780=12)	NFS(98)/o NRT(151)/o NQT(217)/o NRS(256)/o NNS(308)/o NST(373)/o NST(440)/o NFT(468)/o NMT(564)/o NLS(624)/o NQT(687)/o NAT(730)/o 
Q9UF02	CCG5_HUMAN Voltage-dependent calcium channel gamma-5 subunit OS=Homo sapiens GN=CACNG5 PE=2 SV=2	275	i12-34o100-122i129-151o179-201i	i(1-12=12) o(34-100=67) i(122-129=8) o(151-179=29) i(201-275=75)	NQS(45)/o NRT(162)/o NCS(223)/i 
P62955	CCG7_HUMAN Voltage-dependent calcium channel gamma-7 subunit OS=Homo sapiens GN=CACNG7 PE=2 SV=1	275	i12-34o101-123i130-152o179-201i	i(1-12=12) o(34-101=68) i(123-130=8) o(152-179=28) i(201-275=75)	NQT(45)/o 
Q13683	ITA7_HUMAN Integrin alpha-7 OS=Homo sapiens GN=ITGA7 PE=1 SV=3	1181	i12-34o1082-1104i	i(1-12=12) o(34-1082=1049) i(1104-1181=78)	NRT(86)/o NAS(786)/o NIT(989)/o NST(1025)/o NIT(1045)/o 
P36897	TGFR1_HUMAN TGF-beta receptor type-1 OS=Homo sapiens GN=TGFBR1 PE=1 SV=1	503	i12-34o126-148i	i(1-12=12) o(34-126=93) i(148-503=356)	NFT(45)/o NRT(150)/i NGT(270)/i NGT(344)/i 
Q6UWV2	MPZL3_HUMAN Myelin protein zero-like protein 3 OS=Homo sapiens GN=MPZL3 PE=1 SV=1	235	i12-34o159-181i	i(1-12=12) o(34-159=126) i(181-235=55)	NGT(123)/o 
Q8TCT7	SPP2B_HUMAN Signal peptide peptidase-like 2B OS=Homo sapiens GN=SPPL2B PE=1 SV=2	592	i12-34o173-195i222-244o249-271i298-315o320-337i350-369o414-431i444-466o	i(1-12=12) o(34-173=140) i(195-222=28) o(244-249=6) i(271-298=28) o(315-320=6) i(337-350=14) o(369-414=46) i(431-444=14) o(466-592=14)	NWT(69)/o NCT(97)/o NKT(129)/o NNS(283)/i NSS(403)/o 
Q9BVT8	TMUB1_HUMAN Transmembrane and ubiquitin-like domain-containing protein 1 OS=Homo sapiens GN=TMUB1 PE=1 SV=1	246	i12-34o191-213i220-242o	i(1-12=12) o(34-191=158) i(213-220=8) o(242-246=8)	NDS(111)/o 
Q6UXL0	I20RB_HUMAN Interleukin-20 receptor subunit beta OS=Homo sapiens GN=IL20RB PE=1 SV=1	311	i12-34o233-255i	i(1-12=12) o(34-233=200) i(255-311=57)	NLS(40)/o NST(134)/o 
Q8IYR6	TEFF1_HUMAN Tomoregulin-1 OS=Homo sapiens GN=TMEFF1 PE=1 SV=1	380	i12-34o330-352i	i(1-12=12) o(34-330=297) i(352-380=29)	NCS(63)/o NGS(147)/o 
Q8N0Z9	VSI10_HUMAN V-set and immunoglobulin domain-containing protein 10 OS=Homo sapiens GN=VSIG10 PE=2 SV=1	540	i12-34o412-434i	i(1-12=12) o(34-412=379) i(434-540=107)	NVT(39)/o NIS(46)/o NNS(59)/o NSS(70)/o NVT(108)/o NGT(138)/o NSS(154)/o NSS(171)/o NLT(180)/o NYT(198)/o NVT(326)/o NLT(347)/o NST(369)/o NCS(376)/o NTS(446)/i 
Q96K78	GP128_HUMAN Probable G-protein coupled receptor 128 OS=Homo sapiens GN=GPR128 PE=2 SV=2	797	i12-34o436-458i467-489o532-554i567-589o628-650i670-692o697-719i	i(1-12=12) o(34-436=403) i(458-467=10) o(489-532=44) i(554-567=14) o(589-628=40) i(650-670=21) o(692-697=6) i(719-797=79)	NST(82)/o NIS(159)/o NIT(178)/o NTS(191)/o NAS(195)/o NQS(247)/o NFS(261)/o NMT(312)/o NYT(316)/o NLS(387)/o NHT(413)/o NLT(657)/i NTT(709)/m 
Q9NQQ7	S35C2_HUMAN Solute carrier family 35 member C2 OS=Homo sapiens GN=SLC35C2 PE=1 SV=2	365	i12-34o44-66i104-126o136-158i165-187o202-224i237-259o294-316i	i(1-12=12) o(34-44=11) i(66-104=39) o(126-136=11) i(158-165=8) o(187-202=16) i(224-237=14) o(259-294=36) i(316-365=50)	NWS(102)/i 
Q8IWU2	LMTK2_HUMAN Serine/threonine-protein kinase LMTK2 OS=Homo sapiens GN=LMTK2 PE=1 SV=2	1503	i12-34o44-66i145-167o	i(1-12=12) o(34-44=11) i(66-145=80) o(167-1503=80)	NIS(112)/i NLS(352)/o NLS(544)/o NVS(786)/o NRS(881)/o NDS(1109)/o NSS(1170)/o 
Q12999	TSN31_HUMAN Tetraspanin-31 OS=Homo sapiens GN=TSPAN31 PE=2 SV=1	210	i12-34o44-66i73-92o174-193i	i(1-12=12) o(34-44=11) i(66-73=8) o(92-174=83) i(193-210=18)	NRS(100)/o NAS(109)/o NKT(117)/o NLT(134)/o 
O43278	SPIT1_HUMAN Kunitz-type protease inhibitor 1 OS=Homo sapiens GN=SPINT1 PE=1 SV=2	529	i12-34o466-488i	i(1-12=12) o(34-466=433) i(488-529=42)	NAS(66)/o NVT(235)/o NHT(523)/i 
Q5JW98	FA26D_HUMAN Protein FAM26D OS=Homo sapiens GN=FAM26D PE=1 SV=1	314	i12-34o49-71i99-121o188-207i	i(1-12=12) o(34-49=16) i(71-99=29) o(121-188=68) i(207-314=108)	NVS(147)/o 
Q9H1U4	MEGF9_HUMAN Multiple epidermal growth factor-like domains protein 9 OS=Homo sapiens GN=MEGF9 PE=2 SV=3	602	i12-34o515-537i	i(1-12=12) o(34-515=482) i(537-602=66)	NVT(40)/o NSS(182)/o NCS(205)/o NQT(218)/o NYT(245)/o NSS(267)/o NRS(305)/o NTT(428)/o NAS(468)/o NST(481)/o NST(500)/o NIS(559)/i 
Q969V3	NCLN_HUMAN Nicalin OS=Homo sapiens GN=NCLN PE=1 SV=2	563	i12-34o521-543i	i(1-12=12) o(34-521=488) i(543-563=21)	NGS(241)/o NLT(428)/o 
Q7RTY0	MOT13_HUMAN Monocarboxylate transporter 13 OS=Homo sapiens GN=SLC16A13 PE=2 SV=1	426	i12-34o54-73i86-108o112-134i141-163o167-189i216-238o248-270i283-302o307-329i338-360o375-397i	i(1-12=12) o(34-54=21) i(73-86=14) o(108-112=5) i(134-141=8) o(163-167=5) i(189-216=28) o(238-248=11) i(270-283=14) o(302-307=6) i(329-338=10) o(360-375=16) i(397-426=30)	NYT(369)/o 
Q8WWT9	S13A3_HUMAN Solute carrier family 13 member 3 OS=Homo sapiens GN=SLC13A3 PE=1 SV=1	602	i12-34o54-76i81-103o137-159i236-258o278-300i335-357o370-392i468-490o505-527i548-570o	i(1-12=12) o(34-54=21) i(76-81=6) o(103-137=35) i(159-236=78) o(258-278=21) i(300-335=36) o(357-370=14) i(392-468=77) o(490-505=16) i(527-548=22) o(570-602=22)	NKS(312)/i NVT(586)/o NDT(596)/o 
O14817	TSN4_HUMAN Tetraspanin-4 OS=Homo sapiens GN=TSPAN4 PE=1 SV=1	238	i12-34o54-76i83-105o202-224i	i(1-12=12) o(34-54=21) i(76-83=8) o(105-202=98) i(224-238=15)	NYT(152)/o NAT(161)/o 
O75954	TSN9_HUMAN Tetraspanin-9 OS=Homo sapiens GN=TSPAN9 PE=1 SV=1	239	i12-34o54-76i83-105o205-227i	i(1-12=12) o(34-54=21) i(76-83=8) o(105-205=101) i(227-239=13)	NAT(180)/o 
O60635	TSN1_HUMAN Tetraspanin-1 OS=Homo sapiens GN=TSPAN1 PE=1 SV=2	241	i12-34o54-76i89-111o215-237i	i(1-12=12) o(34-54=21) i(76-89=14) o(111-215=105) i(237-241=5)	NTT(141)/o NYT(154)/o NVT(178)/o NET(184)/o 
P42263	GRIA3_HUMAN Glutamate receptor 3 OS=Homo sapiens GN=GRIA3 PE=1 SV=2	894	i12-34o551-573i636-658o826-848i	i(1-12=12) o(34-551=518) i(573-636=64) o(658-826=169) i(848-894=47)	NTT(63)/o NIT(266)/o NYT(380)/o NDS(415)/o NRT(422)/o 
P0C672	TSN19_HUMAN Putative tetraspanin-19 OS=Homo sapiens GN=TSPAN19 PE=5 SV=1	248	i12-34o56-78i85-107o	i(1-12=12) o(34-56=23) i(78-85=8) o(107-248=8)	NKT(5)/i NYT(158)/o NAT(193)/o 
Q9NP59	S40A1_HUMAN Solute carrier family 40 member 1 OS=Homo sapiens GN=SLC40A1 PE=1 SV=1	571	i12-34o58-80i93-115o125-147i299-321o341-363i370-392o450-472i492-514o519-541i	i(1-12=12) o(34-58=25) i(80-93=14) o(115-125=11) i(147-299=153) o(321-341=21) i(363-370=8) o(392-450=59) i(472-492=21) o(514-519=6) i(541-571=31)	NVS(100)/m NAT(174)/i NGS(434)/o NTS(567)/i 
Q9NW97	TMM51_HUMAN Transmembrane protein 51 OS=Homo sapiens GN=TMEM51 PE=1 SV=1	253	i12-34o63-85i	i(1-12=12) o(34-63=30) i(85-253=169)	NGS(8)/i NKT(49)/o NYS(141)/i 
O94933	SLIK3_HUMAN SLIT and NTRK-like protein 3 OS=Homo sapiens GN=SLITRK3 PE=2 SV=2	977	i12-34o657-679i	i(1-12=12) o(34-657=624) i(679-977=299)	NIS(68)/o NDT(142)/o NLS(171)/o NCT(235)/o NIS(399)/o NFS(430)/o NLT(596)/o NHS(804)/i 
P11166	GTR1_HUMAN Solute carrier family 2, facilitated glucose transporter member 1 OS=Homo sapiens GN=SLC2A1 PE=1 SV=2	492	i12-34o65-87i94-112o122-144i156-175o185-207i272-291o306-328i335-357o367-389i402-424o428-450i	i(1-12=12) o(34-65=32) i(87-94=8) o(112-122=11) i(144-156=13) o(175-185=11) i(207-272=66) o(291-306=16) i(328-335=8) o(357-367=11) i(389-402=14) o(424-428=5) i(450-492=43)	NQT(45)/o NWT(411)/m 
Q96GM1	LPPR2_HUMAN Lipid phosphate phosphatase-related protein type 2 OS=Homo sapiens GN=LPPR2 PE=2 SV=1	343	i12-34o69-91i129-151o210-232i239-256o266-288i	i(1-12=12) o(34-69=36) i(91-129=39) o(151-210=60) i(232-239=8) o(256-266=11) i(288-343=56)	NYT(165)/o 
Q9BU23	LMF2_HUMAN Lipase maturation factor 2 OS=Homo sapiens GN=LMF2 PE=1 SV=2	707	i12-34o75-97i104-126o252-274i310-332o363-385i397-419o	i(1-12=12) o(34-75=42) i(97-104=8) o(126-252=127) i(274-310=37) o(332-363=32) i(385-397=13) o(419-707=13)	NLS(489)/o NST(616)/o 
Q02161	RHD_HUMAN Blood group Rh(D) polypeptide OS=Homo sapiens GN=RHD PE=1 SV=3	417	i12-34o76-98i110-132o136-158i170-187o202-224i237-259o292-314i327-349o364-386i	i(1-12=12) o(34-76=43) i(98-110=13) o(132-136=5) i(158-170=13) o(187-202=16) i(224-237=14) o(259-292=34) i(314-327=14) o(349-364=16) i(386-417=32)	NFS(331)/m 
Q9H8P0	PORED_HUMAN Polyprenol reductase OS=Homo sapiens GN=SRD5A3 PE=1 SV=1	318	i12-34o79-101i122-141o156-178i199-216o260-282i	i(1-12=12) o(34-79=46) i(101-122=22) o(141-156=16) i(178-199=22) o(216-260=45) i(282-318=37)	NLT(274)/m 
Q8NCC5	SPX3_HUMAN Sugar phosphate exchanger 3 OS=Homo sapiens GN=SLC37A3 PE=2 SV=2	494	i12-34o82-104i111-133o148-170i177-197o207-229i291-313o333-350i357-374o389-411i423-445o455-477i	i(1-12=12) o(34-82=49) i(104-111=8) o(133-148=16) i(170-177=8) o(197-207=11) i(229-291=63) o(313-333=21) i(350-357=8) o(374-389=16) i(411-423=13) o(445-455=11) i(477-494=18)	NTS(58)/o NYS(266)/i NYS(306)/m 
Q9NV12	TM140_HUMAN Transmembrane protein 140 OS=Homo sapiens GN=TMEM140 PE=2 SV=2	185	i12-34o82-104i117-139o149-171i	i(1-12=12) o(34-82=49) i(104-117=14) o(139-149=11) i(171-185=15)	NLT(38)/o 
Q9NUD9	PIGV_HUMAN GPI mannosyltransferase 2 OS=Homo sapiens GN=PIGV PE=1 SV=1	493	i12-34o85-102i115-134o149-171i192-214o238-260i325-347o374-396i470-492o	i(1-12=12) o(34-85=52) i(102-115=14) o(134-149=16) i(171-192=22) o(214-238=25) i(260-325=66) o(347-374=28) i(396-470=75) o(492-493=75)	NKT(364)/o 
Q86WI0	LHPL1_HUMAN Lipoma HMGIC fusion partner-like 1 protein OS=Homo sapiens GN=LHFPL1 PE=2 SV=1	220	i12-34o85-107i120-142o167-189i	i(1-12=12) o(34-85=52) i(107-120=14) o(142-167=26) i(189-220=32)	NVS(153)/o 
P58418	CLRN1_HUMAN Clarin-1 OS=Homo sapiens GN=CLRN1 PE=1 SV=2	232	i12-34o99-121i134-156o189-211i	i(1-12=12) o(34-99=66) i(121-134=14) o(156-189=34) i(211-232=22)	NAS(48)/o 
O00476	NPT4_HUMAN Sodium-dependent phosphate transport protein 4 OS=Homo sapiens GN=SLC17A3 PE=1 SV=2	420	i124-146o151-173i221-243o258-280i292-314o319-341i353-375o385-404i	i(1-124=124) o(146-151=6) i(173-221=49) o(243-258=16) i(280-292=13) o(314-319=6) i(341-353=13) o(375-385=11) i(404-420=17)	NFT(49)/i NIT(60)/i NST(68)/i NDS(77)/i 
Q9Y548	YIPF1_HUMAN Protein YIPF1 OS=Homo sapiens GN=YIPF1 PE=2 SV=1	306	i124-146o161-183i196-218o228-250i259-281o	i(1-124=124) o(146-161=16) i(183-196=14) o(218-228=11) i(250-259=10) o(281-306=10)	NLS(139)/m NQT(297)/o 
